"Province","District","Facility","DatimTarget","DATIMTarget_Adj","Indicator","Group"
"Luapula","Chienge","Sambula Rural Health Centre",40,40,"HTS_TST","Peads"
"Luapula","Chifunabuli","Chishi Rural Health Centre",248,248,"HTS_TST","Peads"
"Luapula","Chifunabuli","Kasaba Mission Hospital",NA,NA,"HTS_TST","Peads"
"Luapula","Chifunabuli","Lubwe Hospital Affiliated Health Centre",9,9,"HTS_TST","Peads"
"Luapula","Chifunabuli","Lubwe Mission Hospital",NA,NA,"HTS_TST","Peads"
"Luapula","Chifunabuli","Mbabala Rural Health Centre",230,230,"HTS_TST","Peads"
"Luapula","Chifunabuli","Mundubi Rural Health Centre",138,138,"HTS_TST","Peads"
"Luapula","Chifunabuli","Mwansakombe Rural Health Centre",46,46,"HTS_TST","Peads"
"Luapula","Chifunabuli","Mwewa Health Post",73,73,"HTS_TST","Peads"
"Luapula","Chifunabuli","Nambale Rural Health Centre",18,18,"HTS_TST","Peads"
"Luapula","Chifunabuli","Shikamushile Rural Health Centre",92,92,"HTS_TST","Peads"
"Luapula","Chipili","Chipili Rural Health Centre",250,250,"HTS_TST","Peads"
"Luapula","Chipili","Chisheta Rural Health Centre",6,6,"HTS_TST","Peads"
"Luapula","Chipili","Kalundu Rural Health Centre",24,24,"HTS_TST","Peads"
"Luapula","Chipili","Luminu Rural Health Centre",6,6,"HTS_TST","Peads"
"Luapula","Chipili","Mukanga Health Post",6,6,"HTS_TST","Peads"
"Luapula","Chipili","Mukonshi Rural Health Centre",36,36,"HTS_TST","Peads"
"Luapula","Chipili","Mupeta Rural Health Centre",101,101,"HTS_TST","Peads"
"Luapula","Chipili","Mutipula Rural Health Centre",42,42,"HTS_TST","Peads"
"Luapula","Chipili","Mwenda Rural Health Centre",202,202,"HTS_TST","Peads"
"Luapula","Kawambwa","Kawambwa District Hospital",729,729,"HTS_TST","Peads"
"Luapula","Kawambwa","Kawambwa Hospital Affiliated Health Centre",115,115,"HTS_TST","Peads"
"Luapula","Kawambwa","Kawambwa Tea Rural Health Centre",217,217,"HTS_TST","Peads"
"Luapula","Kawambwa","Mufwaya Rural Health Centre",153,153,"HTS_TST","Peads"
"Luapula","Kawambwa","Munkanta Rural Health Centre",262,262,"HTS_TST","Peads"
"Luapula","Kawambwa","Mushota Zonal Rural Health Centre",NA,NA,"HTS_TST","Peads"
"Luapula","Kawambwa","Muyembe Rural Health Centre",237,237,"HTS_TST","Peads"
"Luapula","Lunga","Bwalya Mponda Rural Health Centre",114,114,"HTS_TST","Peads"
"Luapula","Lunga","Kalima Nkonde Rural Health Centre",114,114,"HTS_TST","Peads"
"Luapula","Lunga","Kasoma Lunga Rural Health Centre",988,988,"HTS_TST","Peads"
"Luapula","Lunga","Nsalushi Rural Health Centre",114,114,"HTS_TST","Peads"
"Luapula","Mansa","Buntungwa Urban Health Centre",5148,5148,"HTS_TST","Peads"
"Luapula","Mansa","Central Urban Health Centre",402,402,"HTS_TST","Peads"
"Luapula","Mansa","Chisembe Rural Health Centre",477,477,"HTS_TST","Peads"
"Luapula","Mansa","Chisunka Rural Health Centre",100,100,"HTS_TST","Peads"
"Luapula","Mansa","Fibale Health Post",301,301,"HTS_TST","Peads"
"Luapula","Mansa","Fimpulu Rural Health Centre",126,126,"HTS_TST","Peads"
"Luapula","Mansa","Fiyongoli Health Post",552,552,"HTS_TST","Peads"
"Luapula","Mansa","Kabunda Rural Health Centre",176,176,"HTS_TST","Peads"
"Luapula","Mansa","Kafula Health Post",25,25,"HTS_TST","Peads"
"Luapula","Mansa","Kalaba Rural Health Centre (Mansa)",226,226,"HTS_TST","Peads"
"Luapula","Mansa","Kansenga Rural Health Centre",25,25,"HTS_TST","Peads"
"Luapula","Mansa","Kapanda Mini-Hospital",123,123,"HTS_TST","Peads"
"Luapula","Mansa","Kapompwa Health Post",151,151,"HTS_TST","Peads"
"Luapula","Mansa","Kasongo Mini-Hospital",2562,2562,"HTS_TST","Peads"
"Luapula","Mansa","Katangwe Rural Health Centre",151,151,"HTS_TST","Peads"
"Luapula","Mansa","Lubende Rural Health Centre",804,804,"HTS_TST","Peads"
"Luapula","Mansa","Mabumba Rural Health Centre",2285,2285,"HTS_TST","Peads"
"Luapula","Mansa","Malamba Health Post",151,151,"HTS_TST","Peads"
"Luapula","Mansa","Mano Rural Health Centre",703,703,"HTS_TST","Peads"
"Luapula","Mansa","Mansa Correctional Facility",0,0,"HTS_TST","Peads"
"Luapula","Mansa","Mansa District Hospital",954,954,"HTS_TST","Peads"
"Luapula","Mansa","Mansa General Hospital",6529,6529,"HTS_TST","Peads"
"Luapula","Mansa","Mantumbusa Rural Health Centre",25,25,"HTS_TST","Peads"
"Luapula","Mansa","Mashimi Health Post",0,0,"HTS_TST","Peads"
"Luapula","Mansa","Matanda Rural Health Centre",552,552,"HTS_TST","Peads"
"Luapula","Mansa","Matelo Health Post",25,25,"HTS_TST","Peads"
"Luapula","Mansa","Mibenge Rural Health Centre",452,452,"HTS_TST","Peads"
"Luapula","Mansa","Moloshi Rural Health Centre",452,452,"HTS_TST","Peads"
"Luapula","Mansa","Mufuma Health Post",226,226,"HTS_TST","Peads"
"Luapula","Mansa","Musaila Rural Health Centre",0,0,"HTS_TST","Peads"
"Luapula","Mansa","Musumali Health Post",603,603,"HTS_TST","Peads"
"Luapula","Mansa","Mutiti Rural Health Centre",276,276,"HTS_TST","Peads"
"Luapula","Mansa","Mutwewankoko Rural Health Centre",50,50,"HTS_TST","Peads"
"Luapula","Mansa","Muwanguni Rural Health Centre",352,352,"HTS_TST","Peads"
"Luapula","Mansa","Mwela Health Post",75,75,"HTS_TST","Peads"
"Luapula","Mansa","Namwandwe Health Post",452,452,"HTS_TST","Peads"
"Luapula","Mansa","Ndoba Rural Health Centre",50,50,"HTS_TST","Peads"
"Luapula","Mansa","Nsonga Rural Health Centre",552,552,"HTS_TST","Peads"
"Luapula","Mansa","Paul Mambilima Rural Health Centre",226,226,"HTS_TST","Peads"
"Luapula","Mansa","Sande Health Post",276,276,"HTS_TST","Peads"
"Luapula","Mansa","Senama Level1 Hospital",5851,5851,"HTS_TST","Peads"
"Luapula","Mansa","Sumbu Health Post",527,527,"HTS_TST","Peads"
"Luapula","Milenge","Chipundu Health Post",8,8,"HTS_TST","Peads"
"Luapula","Milenge","Kabange Rural Health Centre",292,292,"HTS_TST","Peads"
"Luapula","Milenge","Kapalala Rural Health Centre",8,8,"HTS_TST","Peads"
"Luapula","Milenge","Lwela Rural Health Centre",97,97,"HTS_TST","Peads"
"Luapula","Milenge","Milenge District Hospital",357,357,"HTS_TST","Peads"
"Luapula","Milenge","Milenge East 7 Rural Health Centre",138,138,"HTS_TST","Peads"
"Luapula","Milenge","Mulumbi Rural Health Centre",32,32,"HTS_TST","Peads"
"Luapula","Milenge","Sokontwe Rural Health Centre",130,130,"HTS_TST","Peads"
"Luapula","Mwansabombwe","Chipunka Rural Health Centre",443,443,"HTS_TST","Peads"
"Luapula","Mwansabombwe","Kazembe Zonal Rural Health Centre",NA,NA,"HTS_TST","Peads"
"Luapula","Mwansabombwe","Lufubu Rural Health Centre",542,542,"HTS_TST","Peads"
"Luapula","Mwansabombwe","Mbereshi Mission Hospital",NA,NA,"HTS_TST","Peads"
"Luapula","Mwansabombwe","Mukamba Rural Health Centre",345,345,"HTS_TST","Peads"
"Luapula","Mwansabombwe","Salanga Rural Health Centre",640,640,"HTS_TST","Peads"
"Luapula","Mwense","Chibondo Rural Health Centre",110,110,"HTS_TST","Peads"
"Luapula","Mwense","Kashiba Rural Health Centre",402,402,"HTS_TST","Peads"
"Luapula","Mwense","Katuta Rural Health Centre-Mwense",73,73,"HTS_TST","Peads"
"Luapula","Mwense","Kawama Rural Health Centre",219,219,"HTS_TST","Peads"
"Luapula","Mwense","Lubunda Rural Health Centre",292,292,"HTS_TST","Peads"
"Luapula","Mwense","Lukwesa Rural Health Centre",475,475,"HTS_TST","Peads"
"Luapula","Mwense","Mambilima Mission Hospital",511,511,"HTS_TST","Peads"
"Luapula","Mwense","Mununshi Rural Health Centre",146,146,"HTS_TST","Peads"
"Luapula","Mwense","Musangu Rural Health Centre",584,584,"HTS_TST","Peads"
"Luapula","Mwense","Musonda Rural Health Centre",146,146,"HTS_TST","Peads"
"Luapula","Mwense","Mwense District Hospital",37,37,"HTS_TST","Peads"
"Luapula","Mwense","Mwense Rural Health Centre",621,621,"HTS_TST","Peads"
"Luapula","Mwense","Zesco Musonda Rural Health Centre",73,73,"HTS_TST","Peads"
"Luapula","Nchelenge","Chabilikila Rural Health Centre",1067,1067,"HTS_TST","Peads"
"Luapula","Nchelenge","Chisenga Rural Health Centre",618,618,"HTS_TST","Peads"
"Luapula","Nchelenge","Kabalenge Rural Health Centre",263,263,"HTS_TST","Peads"
"Luapula","Nchelenge","Kabuta Rural Health Centre",1608,1608,"HTS_TST","Peads"
"Luapula","Nchelenge","Kafutuma Rural Health Centre",2303,2303,"HTS_TST","Peads"
"Luapula","Nchelenge","Kambwali Rural Health Centre",3710,3710,"HTS_TST","Peads"
"Luapula","Nchelenge","Kanyembo Rural Health Centre",1252,1252,"HTS_TST","Peads"
"Luapula","Nchelenge","Kapambwe Health Post",433,433,"HTS_TST","Peads"
"Luapula","Nchelenge","Kashikishi Hospital Affiliated Health Centre",4050,4050,"HTS_TST","Peads"
"Luapula","Nchelenge","Kasumpa Health Post",93,93,"HTS_TST","Peads"
"Luapula","Nchelenge","Kefulwa Health Post",247,247,"HTS_TST","Peads"
"Luapula","Nchelenge","Kilwa Rural Health Centre",479,479,"HTS_TST","Peads"
"Luapula","Nchelenge","Lushiba Health Post",417,417,"HTS_TST","Peads"
"Luapula","Nchelenge","Mantampala Rural Health Centre",974,974,"HTS_TST","Peads"
"Luapula","Nchelenge","Mulwe Health Post",1175,1175,"HTS_TST","Peads"
"Luapula","Nchelenge","Nchelenge Correctional Facility",0,0,"HTS_TST","Peads"
"Luapula","Nchelenge","Nchelenge Rural Health Centre",2381,2381,"HTS_TST","Peads"
"Luapula","Nchelenge","St Pauls Mission Hospital",4807,4807,"HTS_TST","Peads"
"Luapula","Nchelenge","Toka-Toka Health Post",108,108,"HTS_TST","Peads"
"Luapula","Samfya","Chimembe Rural Health Centre",150,150,"HTS_TST","Peads"
"Luapula","Samfya","Chinsaka Rural Health Centre",299,299,"HTS_TST","Peads"
"Luapula","Samfya","Chipako Rural Health Centre",187,187,"HTS_TST","Peads"
"Luapula","Samfya","Fwaka East 8 Rural Health Centre",150,150,"HTS_TST","Peads"
"Luapula","Samfya","Kabongo Rural Health Centre",299,299,"HTS_TST","Peads"
"Luapula","Samfya","Kalasa Mukoso Rural Health Centre",336,336,"HTS_TST","Peads"
"Luapula","Samfya","Kapata East 1 Rural Health Centre",336,336,"HTS_TST","Peads"
"Luapula","Samfya","Kapata Rural Health Centre",262,262,"HTS_TST","Peads"
"Luapula","Samfya","Kasanka Rural Health Centre",1047,1047,"HTS_TST","Peads"
"Luapula","Samfya","Kasoma Bangweulu Health Post",598,598,"HTS_TST","Peads"
"Luapula","Samfya","Katanshya Rural Health Centre",224,224,"HTS_TST","Peads"
"Luapula","Samfya","Mabo Kunda Rural Health Centre",673,673,"HTS_TST","Peads"
"Luapula","Samfya","Mpanta Rural Health Centre",262,262,"HTS_TST","Peads"
"Luapula","Samfya","Mushili Rural Health Centre",37,37,"HTS_TST","Peads"
"Luapula","Samfya","Ninge Rural Health Centre",75,75,"HTS_TST","Peads"
"Luapula","Samfya","Njipi Rural Health Centre",561,561,"HTS_TST","Peads"
"Luapula","Samfya","Samfya District Hospital",452,452,"HTS_TST","Peads"
"Luapula","Samfya","Samfya Stage II Rural Health Centre",1757,1757,"HTS_TST","Peads"
NA,NA,NA,NA,NA,"HTS_TST","Peads"
"Luapula","Chembe","Chembe Min Hospital",51,51,"HTS_TST_POS","Adults"
"Luapula","Chembe","Fikombo HP",9,9,"HTS_TST_POS","Adults"
"Luapula","Chembe","Chembe Rural Health Centre",111,111,"HTS_TST_POS","Adults"
"Luapula","Chembe","Chipete Rural Health Centre",23,23,"HTS_TST_POS","Adults"
"Luapula","Chembe","Kasomalwela Rural Health Centre",16,16,"HTS_TST_POS","Adults"
"Luapula","Chembe","Kundamfumu Rural Health Centre",24,24,"HTS_TST_POS","Adults"
"Luapula","Chembe","Lukola Rural Health Centre",35,35,"HTS_TST_POS","Adults"
"Luapula","Chienge","Chienge District Hospital",187,187,"HTS_TST_POS","Adults"
"Luapula","Chienge","Chipungu Rural Health Centre",97,97,"HTS_TST_POS","Adults"
"Luapula","Chienge","Kabole Rural Health Centre",128,128,"HTS_TST_POS","Adults"
"Luapula","Chienge","Kabwe Rural Health Centre",145,145,"HTS_TST_POS","Adults"
"Luapula","Chienge","Kalembwe Rural Health Centre",42,42,"HTS_TST_POS","Adults"
"Luapula","Chienge","Kapako Health Post (Chienge)",4,4,"HTS_TST_POS","Adults"
"Luapula","Chienge","Lambwe Chikwama Health Post",11,11,"HTS_TST_POS","Adults"
"Luapula","Chienge","Lambwe Chomba Rural Health Centre",26,26,"HTS_TST_POS","Adults"
"Luapula","Chienge","Lukata Health Post",67,67,"HTS_TST_POS","Adults"
"Luapula","Chienge","Lunchinda Health Post",136,136,"HTS_TST_POS","Adults"
"Luapula","Chienge","Mukunta Rural Health Centre",131,131,"HTS_TST_POS","Adults"
"Luapula","Chienge","Mwabu Rural Health Centre",95,95,"HTS_TST_POS","Adults"
"Luapula","Chienge","Puta Rural Health Centre",175,175,"HTS_TST_POS","Adults"
"Luapula","Chienge","Sambula Rural Health Centre",93,93,"HTS_TST_POS","Adults"
"Luapula","Chifunabuli","Chishi Rural Health Centre",79,79,"HTS_TST_POS","Adults"
"Luapula","Chifunabuli","Kasaba Mission Hospital",127,127,"HTS_TST_POS","Adults"
"Luapula","Chifunabuli","Lubwe Hospital Affiliated Health Centre",7,7,"HTS_TST_POS","Adults"
"Luapula","Chifunabuli","Lubwe Mission Hospital",104,104,"HTS_TST_POS","Adults"
"Luapula","Chifunabuli","Mbabala Rural Health Centre",82,82,"HTS_TST_POS","Adults"
"Luapula","Chifunabuli","Mundubi Rural Health Centre",126,126,"HTS_TST_POS","Adults"
"Luapula","Chifunabuli","Mwansakombe Rural Health Centre",64,64,"HTS_TST_POS","Adults"
"Luapula","Chifunabuli","Mwewa Health Post",75,75,"HTS_TST_POS","Adults"
"Luapula","Chifunabuli","Nambale Rural Health Centre",7,7,"HTS_TST_POS","Adults"
"Luapula","Chifunabuli","Shikamushile Rural Health Centre",52,52,"HTS_TST_POS","Adults"
" "," ","Chisheta Rural Health Centre",0,0,"HTS_TST_POS","Adults"
"Luapula","Chipili","Chipili Rural Health Centre",204,204,"HTS_TST_POS","Adults"
"Luapula","Chipili","Kalundu Rural Health Centre",36,36,"HTS_TST_POS","Adults"
"Luapula","Chipili","Luminu Rural Health Centre",24,24,"HTS_TST_POS","Adults"
"Luapula","Chipili","Mukanga Health Post",24,24,"HTS_TST_POS","Adults"
"Luapula","Chipili","Mutipula Rural Health Centre",85,85,"HTS_TST_POS","Adults"
" "," ","Mukonshi Rural Health Centre",161,161,"HTS_TST_POS","Adults"
" "," ","Mupeta Rural Health Centre",71,71,"HTS_TST_POS","Adults"
"Luapula","Chipili","Mwenda Rural Health Centre",85,85,"HTS_TST_POS","Adults"
"Luapula","Kawambwa","Kawambwa District Hospital",29,29,"HTS_TST_POS","Adults"
"Luapula","Kawambwa","Kawambwa Hospital Affiliated Health Centre",102,102,"HTS_TST_POS","Adults"
"Luapula","Kawambwa","Kawambwa Tea Rural Health Centre",43,43,"HTS_TST_POS","Adults"
"Luapula","Kawambwa","Mufwaya Rural Health Centre",15,15,"HTS_TST_POS","Adults"
"Luapula","Kawambwa","Munkanta Rural Health Centre",88,88,"HTS_TST_POS","Adults"
"Luapula","Kawambwa","Mushota Zonal Rural Health Centre",21,21,"HTS_TST_POS","Adults"
"Luapula","Kawambwa","Muyembe Rural Health Centre",11,11,"HTS_TST_POS","Adults"
"Luapula","Lunga","Bwalya Mponda Rural Health Centre",24,24,"HTS_TST_POS","Adults"
"Luapula","Lunga","Kalima Nkonde Rural Health Centre",1,1,"HTS_TST_POS","Adults"
"Luapula","Lunga","Kasoma Lunga Rural Health Centre",20,20,"HTS_TST_POS","Adults"
"Luapula","Lunga","Nsalushi Rural Health Centre",9,9,"HTS_TST_POS","Adults"
"Luapula","Mansa","Buntungwa Urban Health Centre",169,169,"HTS_TST_POS","Adults"
"Luapula","Mansa","Central Urban Health Centre",209,209,"HTS_TST_POS","Adults"
"Luapula","Mansa","Chisembe Rural Health Centre",29,29,"HTS_TST_POS","Adults"
"Luapula","Mansa","Chisunka Rural Health Centre",25,25,"HTS_TST_POS","Adults"
"Luapula","Mansa","Fibale Health Post",27,27,"HTS_TST_POS","Adults"
"Luapula","Mansa","Fimpulu Rural Health Centre",13,13,"HTS_TST_POS","Adults"
"Luapula","Mansa","Fiyongoli Health Post",33,33,"HTS_TST_POS","Adults"
"Luapula","Mansa","Kabunda Rural Health Centre",13,13,"HTS_TST_POS","Adults"
"Luapula","Mansa","Kafula Health Post",5,5,"HTS_TST_POS","Adults"
"Luapula","Mansa","Kalaba Rural Health Centre (Mansa)",49,49,"HTS_TST_POS","Adults"
"Luapula","Mansa","Kansenga Rural Health Centre",22,22,"HTS_TST_POS","Adults"
"Luapula","Mansa","Kapanda Mini-Hospital",32,32,"HTS_TST_POS","Adults"
"Luapula","Mansa","Kapompwa Health Post",27,27,"HTS_TST_POS","Adults"
"Luapula","Mansa","Kasongo Mini-Hospital",203,203,"HTS_TST_POS","Adults"
"Luapula","Mansa","Katangwe Rural Health Centre",5,5,"HTS_TST_POS","Adults"
"Luapula","Mansa","Lubende Rural Health Centre",67,67,"HTS_TST_POS","Adults"
"Luapula","Mansa","Mabumba Rural Health Centre",9,9,"HTS_TST_POS","Adults"
" "," ","Mashimi Health Post",5,5,"HTS_TST_POS","Adults"
"Luapula","Mansa","Malamba Health Post",18,18,"HTS_TST_POS","Adults"
"Luapula","Mansa","Mano Rural Health Centre",13,13,"HTS_TST_POS","Adults"
"Luapula","Mansa","Mansa Correctional Facility",22,22,"HTS_TST_POS","Adults"
"Luapula","Mansa","Mansa District Hospital",70,70,"HTS_TST_POS","Adults"
"Luapula","Mansa","Mansa General Hospital",317,317,"HTS_TST_POS","Adults"
"Luapula","Mansa","Mantumbusa Rural Health Centre",5,5,"HTS_TST_POS","Adults"
"Luapula","Mansa","Matanda Rural Health Centre",22,22,"HTS_TST_POS","Adults"
"Luapula","Mansa","Matelo Health Post",2,2,"HTS_TST_POS","Adults"
"Luapula","Mansa","Mibenge Rural Health Centre",15,15,"HTS_TST_POS","Adults"
"Luapula","Mansa","Moloshi Rural Health Centre",9,9,"HTS_TST_POS","Adults"
"Luapula","Mansa","Mufuma Health Post",7,7,"HTS_TST_POS","Adults"
"Luapula","Mansa","Musaila Rural Health Centre",42,42,"HTS_TST_POS","Adults"
"Luapula","Mansa","Musumali Health Post",154,154,"HTS_TST_POS","Adults"
"Luapula","Mansa","Mutiti Rural Health Centre",18,18,"HTS_TST_POS","Adults"
"Luapula","Mansa","Mutwewankoko Rural Health Centre",2,2,"HTS_TST_POS","Adults"
"Luapula","Mansa","Muwanguni Rural Health Centre",42,42,"HTS_TST_POS","Adults"
"Luapula","Mansa","Mwela Health Post",11,11,"HTS_TST_POS","Adults"
"Luapula","Mansa","Namwandwe Health Post",40,40,"HTS_TST_POS","Adults"
"Luapula","Mansa","Ndoba Rural Health Centre",33,33,"HTS_TST_POS","Adults"
"Luapula","Mansa","Nsonga Rural Health Centre",7,7,"HTS_TST_POS","Adults"
"Luapula","Mansa","Paul Mambilima Rural Health Centre",13,13,"HTS_TST_POS","Adults"
"Luapula","Mansa","Sande Health Post",13,13,"HTS_TST_POS","Adults"
"Luapula","Mansa","Senama Level1 Hospital",292,292,"HTS_TST_POS","Adults"
"Luapula","Mansa","Sumbu Health Post",85,85,"HTS_TST_POS","Adults"
"Luapula","Milenge","Chipundu Health Post",4,4,"HTS_TST_POS","Adults"
"Luapula","Milenge","Kabange Rural Health Centre",30,30,"HTS_TST_POS","Adults"
"Luapula","Milenge","Kapalala Rural Health Centre",4,4,"HTS_TST_POS","Adults"
"Luapula","Milenge","Lwela Rural Health Centre",44,44,"HTS_TST_POS","Adults"
"Luapula","Milenge","Milenge District Hospital",82,82,"HTS_TST_POS","Adults"
"Luapula","Milenge","Milenge East 7 Rural Health Centre",48,48,"HTS_TST_POS","Adults"
"Luapula","Milenge","Mulumbi Rural Health Centre",33,33,"HTS_TST_POS","Adults"
"Luapula","Milenge","Sokontwe Rural Health Centre",18,18,"HTS_TST_POS","Adults"
"Luapula","Mwansabombwe","Chipunka Rural Health Centre",66,66,"HTS_TST_POS","Adults"
"Luapula","Mwansabombwe","Kazembe Zonal Rural Health Centre",96,96,"HTS_TST_POS","Adults"
"Luapula","Mwansabombwe","Lufubu Rural Health Centre",25,25,"HTS_TST_POS","Adults"
"Luapula","Mwansabombwe","Mbereshi Mission Hospital",92,92,"HTS_TST_POS","Adults"
"Luapula","Mwansabombwe","Mukamba Rural Health Centre",23,23,"HTS_TST_POS","Adults"
"Luapula","Mwansabombwe","Salanga Rural Health Centre",117,117,"HTS_TST_POS","Adults"
"Luapula","Mwense","Chibondo Rural Health Centre",4,4,"HTS_TST_POS","Adults"
"Luapula","Mwense","Kashiba Rural Health Centre",30,30,"HTS_TST_POS","Adults"
"Luapula","Mwense","Katuta Rural Health Centre-Mwense",4,4,"HTS_TST_POS","Adults"
"Luapula","Mwense","Kawama Rural Health Centre",68,68,"HTS_TST_POS","Adults"
"Luapula","Mwense","Lubunda Rural Health Centre",57,57,"HTS_TST_POS","Adults"
"Luapula","Mwense","Lukwesa Rural Health Centre",48,48,"HTS_TST_POS","Adults"
"Luapula","Mwense","Mambilima Mission Hospital",35,35,"HTS_TST_POS","Adults"
"Luapula","Mwense","Mununshi Rural Health Centre",28,28,"HTS_TST_POS","Adults"
"Luapula","Mwense","Musangu Rural Health Centre",82,82,"HTS_TST_POS","Adults"
"Luapula","Mwense","Musonda Rural Health Centre",22,22,"HTS_TST_POS","Adults"
"Luapula","Mwense","Mwense District Hospital",30,30,"HTS_TST_POS","Adults"
"Luapula","Mwense","Mwense Rural Health Centre",81,81,"HTS_TST_POS","Adults"
"Luapula","Nchelenge","Chabilikila Rural Health Centre",36,36,"HTS_TST_POS","Adults"
"Luapula","Nchelenge","Chisenga Rural Health Centre",108,108,"HTS_TST_POS","Adults"
"Luapula","Nchelenge","Kabalenge Rural Health Centre",18,18,"HTS_TST_POS","Adults"
"Luapula","Nchelenge","Kabuta Rural Health Centre",268,268,"HTS_TST_POS","Adults"
"Luapula","Nchelenge","Kafutuma Rural Health Centre",69,69,"HTS_TST_POS","Adults"
"Luapula","Nchelenge","Kambwali Rural Health Centre",54,54,"HTS_TST_POS","Adults"
"Luapula","Nchelenge","Kanyembo Rural Health Centre",18,18,"HTS_TST_POS","Adults"
"Luapula","Nchelenge","Kapambwe Health Post",15,15,"HTS_TST_POS","Adults"
"Luapula","Nchelenge","Kashikishi Hospital Affiliated Health Centre",333,333,"HTS_TST_POS","Adults"
"Luapula","Nchelenge","Kasumpa Health Post",0,0,"HTS_TST_POS","Adults"
"Luapula","Nchelenge","Kefulwa Health Post",105,105,"HTS_TST_POS","Adults"
"Luapula","Nchelenge","Kilwa Rural Health Centre",126,126,"HTS_TST_POS","Adults"
"Luapula","Nchelenge","Lushiba Health Post",101,101,"HTS_TST_POS","Adults"
"Luapula","Nchelenge","Mantampala Rural Health Centre",90,90,"HTS_TST_POS","Adults"
"Luapula","Nchelenge","Mulwe Health Post",29,29,"HTS_TST_POS","Adults"
"Luapula","Nchelenge","Nchelenge Rural Health Centre",134,134,"HTS_TST_POS","Adults"
"Luapula","Nchelenge","St Pauls Mission Hospital",211,211,"HTS_TST_POS","Adults"
"Luapula","Nchelenge","Toka-Toka Health Post",0,0,"HTS_TST_POS","Adults"
"Luapula","Samfya","Chimembe Rural Health Centre",11,11,"HTS_TST_POS","Adults"
"Luapula","Samfya","Chinsaka Rural Health Centre",22,22,"HTS_TST_POS","Adults"
"Luapula","Samfya","Chipako Rural Health Centre",11,11,"HTS_TST_POS","Adults"
"Luapula","Samfya","Fwaka East 8 Rural Health Centre",22,22,"HTS_TST_POS","Adults"
"Luapula","Samfya","Kabongo Rural Health Centre",30,30,"HTS_TST_POS","Adults"
"Luapula","Samfya","Kalasa Mukoso Rural Health Centre",30,30,"HTS_TST_POS","Adults"
"Luapula","Samfya","Kapata East 1 Rural Health Centre",6,6,"HTS_TST_POS","Adults"
"Luapula","Samfya","Kapata Rural Health Centre",25,25,"HTS_TST_POS","Adults"
"Luapula","Samfya","Kasanka Rural Health Centre",43,43,"HTS_TST_POS","Adults"
"Luapula","Samfya","Kasoma Bangweulu Health Post",9,9,"HTS_TST_POS","Adults"
"Luapula","Samfya","Katanshya Rural Health Centre",25,25,"HTS_TST_POS","Adults"
"Luapula","Samfya","Mabo Kunda Rural Health Centre",60,60,"HTS_TST_POS","Adults"
"Luapula","Samfya","Mpanta Rural Health Centre",11,11,"HTS_TST_POS","Adults"
"Luapula","Samfya","Mushili Rural Health Centre",16,16,"HTS_TST_POS","Adults"
"Luapula","Samfya","Ninge Rural Health Centre",25,25,"HTS_TST_POS","Adults"
"Luapula","Samfya","Njipi Rural Health Centre",11,11,"HTS_TST_POS","Adults"
"Luapula","Samfya","Samfya District Hospital",238,238,"HTS_TST_POS","Adults"
"Luapula","Samfya","Samfya Stage II Rural Health Centre",293,293,"HTS_TST_POS","Adults"
"Luapula","Chembe","Chembe Min Hospital",0,0,"HTS_TST_POS","Peads"
"Luapula","Chembe","Fikombo HP",0,0,"HTS_TST_POS","Peads"
"Luapula","Chembe","Chembe Rural Health Centre",0,0,"HTS_TST_POS","Peads"
"Luapula","Chembe","Chipete Rural Health Centre",1,1,"HTS_TST_POS","Peads"
"Luapula","Chembe","Kasomalwela Rural Health Centre",1,1,"HTS_TST_POS","Peads"
"Luapula","Chembe","Kundamfumu Rural Health Centre",0,0,"HTS_TST_POS","Peads"
"Luapula","Chembe","Lukola Rural Health Centre",1,1,"HTS_TST_POS","Peads"
"Luapula","Chienge","Chienge District Hospital",4,4,"HTS_TST_POS","Peads"
"Luapula","Chienge","Chipungu Rural Health Centre",1,1,"HTS_TST_POS","Peads"
"Luapula","Chienge","Kabole Rural Health Centre",1,1,"HTS_TST_POS","Peads"
"Luapula","Chienge","Kabwe Rural Health Centre",10,10,"HTS_TST_POS","Peads"
"Luapula","Chienge","Kalembwe Rural Health Centre",0,0,"HTS_TST_POS","Peads"
"Luapula","Chienge","Kapako Health Post (Chienge)",0,0,"HTS_TST_POS","Peads"
"Luapula","Chienge","Lambwe Chikwama Health Post",0,0,"HTS_TST_POS","Peads"
"Luapula","Chienge","Lambwe Chomba Rural Health Centre",1,1,"HTS_TST_POS","Peads"
"Luapula","Chienge","Lukata Health Post",0,0,"HTS_TST_POS","Peads"
"Luapula","Chienge","Lunchinda Health Post",2,2,"HTS_TST_POS","Peads"
"Luapula","Chienge","Mukunta Rural Health Centre",4,4,"HTS_TST_POS","Peads"
"Luapula","Chienge","Mwabu Rural Health Centre",0,0,"HTS_TST_POS","Peads"
"Luapula","Chienge","Puta Rural Health Centre",2,2,"HTS_TST_POS","Peads"
"Luapula","Chienge","Sambula Rural Health Centre",0,0,"HTS_TST_POS","Peads"
"Luapula","Chifunabuli","Chishi Rural Health Centre",3,3,"HTS_TST_POS","Peads"
"Luapula","Chifunabuli","Kasaba Mission Hospital",0,0,"HTS_TST_POS","Peads"
